Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Latitude;Longitude
Vicente de Carvalho;2;0;0;46;1200.0;380.0;0.0;-22.85292952509163;-43.31808042063273
Vista Alegre;2;1;0;63;1050.0;295.0;0.0;-22.831080977556354;-43.31559291646147
Copacabana;3;2;1;280;11000.0;2130.0;746.0;-22.97276022390261;-43.18022050866628
Barra da Tijuca;3;2;1;85;1900.0;1150.0;0.0;-22.99748274376381;-43.36860166513453
Ipanema;3;2;1;160;8000.0;2200.0;420.0;-22.984023598686193;-43.2039561238095
Tijuca;2;1;0;61;1600.0;1100.0;81.0;-22.924329097571174;-43.23269132559838
Copacabana;0;0;0;23;800.0;542.0;25.0;-22.971751885908283;-43.183092251571885
Barra da Tijuca;3;3;3;247;16000.0;4200.0;1000.0;-22.998464031627055;-43.36958619090415
Ipanema;3;2;1;150;6600.0;2200.0;387.0;-22.984891788485633;-43.20379174309311
Recreio dos Bandeirantes;3;4;3;180;4000.0;950.0;0.0;-23.021620243920086;-43.46340673948147
Flamengo;2;1;1;90;3000.0;1200.0;120.0;-22.931078486437496;-43.17137857993144
Copacabana;4;1;1;300;9000.0;1900.0;350.0;-22.969144722634603;-43.186103586584025
Copacabana;1;0;0;45;1350.0;700.0;0.0;-22.97243751668662;-43.18547481839001
Lagoa;2;2;1;100;6000.0;2900.0;1000.0;-22.965928557670395;-43.20650950434482
Jardim Botânico;4;4;3;252;16000.0;3581.0;1045.0;-22.95993338062417;-43.22701312281738
Barra da Tijuca;4;2;2;178;9000.0;2000.0;900.0;-23.001893607778584;-43.361693780970555
Copacabana;2;0;0;120;2900.0;1400.0;250.0;-22.974320611622655;-43.185091374021056
Campo Grande;2;2;0;42;740.0;260.0;0.0;-22.901650172782183;-43.55605543567522
Barra da Tijuca;2;1;1;70;2500.0;970.0;80.0;-22.999221238796363;-43.362583794526365
São Conrado;2;1;1;88;3500.0;879.0;0.0;-22.995386852086423;-43.270580556078194
Camorim;3;1;1;65;1600.0;550.0;0.0;-22.968053361371215;-43.433997212224774
Botafogo;2;1;0;80;2600.0;660.0;95.0;-22.953979921176142;-43.18330737213028
Jacaré;2;0;0;120;1100.0;450.0;0.0;-22.897235846511183;-43.25869089263586
São Conrado;5;4;4;457;20000.0;8000.0;0.0;-22.993888191864425;-43.26912289075327
Recreio dos Bandeirantes;3;2;1;90;2100.0;620.0;170.0;-23.020921109148436;-43.46415606734549
Centro;2;0;0;77;1650.0;230.0;0.0;-22.283126723285772;-42.535566302509075
Humaitá;1;0;0;50;1500.0;272.0;0.0;-22.95130695175176;-43.19677140634895
Barra da Tijuca;2;2;2;98;3000.0;1247.0;0.0;-22.99973514512879;-43.361839281872065
Barra da Tijuca;4;3;2;155;4200.0;1700.0;220.0;-23.00133384771141;-43.363018139683135
Leblon;2;2;2;110;5000.0;1800.0;420.0;-22.98115713230784;-43.2263904565705
Barra da Tijuca;2;1;1;79;3100.0;1200.0;0.0;-22.998208032974965;-43.36823695597048
Laranjeiras;1;1;0;40;1800.0;893.0;95.0;-22.93864399841802;-43.1888120242976
Jardim Botânico;3;2;1;145;4500.0;1350.0;420.0;-22.961246369920275;-43.22146294325075
Ipanema;3;2;1;140;5100.0;2500.0;495.0;-22.984025654624684;-43.20518974553995
Recreio dos Bandeirantes;2;2;1;89;2500.0;1586.0;120.0;-23.01698832133606;-43.4619295978783
Taquara;2;1;1;91;1200.0;350.0;93.0;-22.920112277294436;-43.384019456541
Copacabana;3;0;1;140;3900.0;950.0;0.0;-22.971523720267864;-43.18876400580011
Barra da Tijuca;2;1;1;69;2750.0;1300.0;0.0;-23.00387922981389;-43.362964098359576
Flamengo;1;0;0;32;1550.0;650.0;30.0;-22.933177082045383;-43.17832415973549
Copacabana;1;0;1;41;1600.0;516.0;68.0;-22.974594470515896;-43.18479628704389
Flamengo;2;1;1;110;3000.0;1524.0;120.0;-22.933239447330696;-43.173076728159984
Vicente de Carvalho;2;0;0;60;900.0;270.0;0.0;-22.861616028636597;-43.31822753504255
Barra da Tijuca;2;1;1;70;1800.0;807.0;0.0;-22.997923982099337;-43.3670286097056
Tijuca;2;1;0;68;1800.0;685.0;80.0;-22.924000851056856;-43.22899887320812
Flamengo;2;1;0;43;1900.0;620.0;0.0;-22.935171035927105;-43.17080946159659
Botafogo;2;1;1;100;2700.0;1050.0;233.0;-22.947922389266846;-43.183583955778374
Ipanema;3;1;0;75;3900.0;1166.0;232.0;-22.986978087388536;-43.19838303678857
Copacabana;1;1;1;38;2500.0;1140.0;101.0;-22.974558995021148;-43.1813008980583
Barra da Tijuca;4;3;4;230;6500.0;2800.0;4300.0;-22.999414330152756;-43.368160207598514
Barra da Tijuca;5;5;5;1100;24509.0;11295.0;0.0;-22.99600359403463;-43.364326275964714
Grajaú;1;0;0;30;1200.0;100.0;0.0;-22.920323414959704;-43.26252781912012
Catete;3;1;1;198;3800.0;1500.0;368.0;-22.92888714566526;-43.184262872745
Barra da Tijuca;1;1;0;55;2000.0;1360.0;280.0;-22.999234035525042;-43.37003638616179
Barra da Tijuca;3;2;3;190;7000.0;1550.0;520.0;-22.999642483385767;-43.3633702130756
Ipanema;2;2;1;153;8000.0;1500.0;0.0;-22.987016930104318;-43.1983792596864
Barra da Tijuca;4;3;3;179;12000.0;1950.0;320.0;-23.0024261267485;-43.36576349469611
Leme;2;0;0;75;2500.0;878.0;0.0;-22.960735433386308;-43.162536657131945
Ipanema;2;1;1;64;3500.0;1000.0;0.0;-22.985445328331647;-43.20625305793131
Barra da Tijuca;2;1;1;94;2500.0;1450.0;2000.0;-23.001296877248063;-43.36529009136687
Grajaú;2;1;0;63;1400.0;783.0;22.0;-22.9246786233646;-43.262050384728894
Ipanema;1;0;0;28;2300.0;430.0;276.0;-22.987383191055024;-43.20574109806155
Copacabana;4;1;4;240;9000.0;2500.0;600.0;-22.97390556442743;-43.18709072768722
Ipanema;5;2;3;300;15000.0;1980.0;600.0;-22.988196342696543;-43.20551514510733
Engenho Novo;2;1;0;60;1200.0;500.0;0.0;-22.908163889283447;-43.27000027283389
Jacarepaguá;1;0;0;30;700.0;112.0;0.0;-22.951809922440393;-43.369219595580674
Tijuca;2;0;0;55;1600.0;576.0;51.0;-22.924628854028303;-43.23644783121683
Tijuca;2;1;0;64;1150.0;695.0;0.0;-22.925583882615054;-43.235620609440716
Cachambi;2;0;0;58;900.0;600.0;36.0;-22.892609311663985;-43.27062102610638
Jacarepaguá;2;1;1;64;1900.0;470.0;830.0;-22.957297659206134;-43.37459337917671
Botafogo;3;0;0;118;3200.0;421.0;182.0;-22.948767877654944;-43.18509892808261
Barra da Tijuca;4;2;2;290;9000.0;1150.0;0.0;-22.997555079329114;-43.36610445948757
Copacabana;4;1;4;240;9000.0;2500.0;500.0;-22.968605891117615;-43.18520545978453
Vila Isabel;3;0;0;95;1500.0;400.0;50.0;-22.919398016284052;-43.25188867219791
Barra da Tijuca;2;2;1;97;3800.0;1400.0;0.0;-22.99910853722088;-43.370118453636636
Copacabana;2;1;0;80;2500.0;1300.0;88.0;-22.96974854266185;-43.183333345130414
Ipanema;2;0;0;70;4000.0;614.0;150.0;-22.980959332715287;-43.202791196951935
Tijuca;3;1;1;165;3500.0;1300.0;286.0;-22.923167243003277;-43.231236381908076
Barra da Tijuca;2;2;1;107;2500.0;3000.0;600.0;-22.99626053061688;-43.36971985379884
Pechincha;2;1;0;45;1100.0;250.0;0.0;-22.926127257365984;-43.351331710265704
Barra da Tijuca;4;2;2;126;5000.0;1500.0;300.0;-23.000991955106237;-43.36232676241629
Copacabana;2;0;1;130;4500.0;1050.0;165.0;-22.975984692009103;-43.18637138673652
Copacabana;3;0;0;95;4000.0;968.0;0.0;-22.970838941298453;-43.18707399513659
Copacabana;4;1;1;230;5000.0;1840.0;153.0;-22.97137238065943;-43.182732697556226
Ipanema;5;5;4;370;30000.0;7000.0;22605.0;-22.98049627614064;-43.202803545095314
Ipanema;2;1;1;130;10000.0;1800.0;462.0;-22.986184706804888;-43.203479391872804
Tijuca;3;1;0;100;2300.0;750.0;0.0;-22.924635205549286;-43.229983929626655
Barra da Tijuca;4;4;3;622;10500.0;1390.0;1400.0;-23.00145128591135;-43.369228594142726
São Conrado;2;1;1;85;2200.0;1150.0;1204.0;-22.99391138800555;-43.26896800306012
Maracanã;2;0;0;59;800.0;725.0;47.0;-22.915033627677115;-43.22722273776535
Copacabana;4;1;1;280;7500.0;2300.0;430.0;-22.973468611875287;-43.181598581886234
Barra da Tijuca;3;2;2;212;5500.0;1200.0;0.0;-22.999744065577463;-43.36988686665276
Botafogo;2;0;0;60;2100.0;580.0;90.0;-22.94953012107083;-43.18265378260288
Barra da Tijuca;2;1;1;101;3500.0;2500.0;2844.0;-22.99776067652453;-43.36422311829254
Tijuca;4;2;2;180;4000.0;1600.0;359.0;-22.925114140994808;-43.22930308363763
Copacabana;1;0;0;49;2000.0;479.0;0.0;-22.9729572104786;-43.1838323727476
Recreio dos Bandeirantes;3;3;1;80;1500.0;650.0;136.0;-23.016230372221806;-43.46394889682984
Botafogo;3;2;1;157;5000.0;1950.0;459.0;-22.94772222944173;-43.185283281941366
Copacabana;3;2;1;140;4000.0;1470.0;230.0;-22.97215241983551;-43.18279685538055
Barra da Tijuca;4;3;2;252;11000.0;4100.0;1563.0;-22.998869736628556;-43.36394965570324
Freguesia (Jacarepaguá);2;1;1;70;1700.0;540.0;146.0;-22.938234871419265;-43.34181716164146
Copacabana;2;0;0;56;3000.0;800.0;21.0;-22.970470781179934;-43.18370732340623
Laranjeiras;1;1;0;53;2300.0;767.0;71.0;-22.93037687342508;-43.18598149128965
Ipanema;3;3;1;300;22000.0;4000.0;1800.0;-22.98775663287269;-43.2051171879912
Barra da Tijuca;1;1;0;70;2000.0;1300.0;217.0;-23.003275045691815;-43.36326595500406
Recreio dos Bandeirantes;3;3;1;220;2500.0;1100.0;550.0;-23.023012663357097;-43.46256826148797
Leblon;2;0;0;70;2800.0;700.0;129.0;-22.98768000056959;-43.227933944384645
Leblon;4;3;1;184;10000.0;2082.0;777.0;-22.987510547640532;-43.22213564065763
Copacabana;4;1;0;206;3200.0;1780.0;527.0;-22.976373092819383;-43.181034617118804
Pechincha;2;1;1;60;1400.0;611.0;74.0;-22.931019918105697;-43.352130974774326
Pechincha;2;1;1;65;1000.0;557.0;627.0;-22.933487914685404;-43.35699530365282
Santa Teresa;1;0;0;36;1400.0;435.0;13.0;-22.922048654477482;-43.187978637206875
Recreio dos Bandeirantes;2;1;1;90;1600.0;650.0;120.0;-23.016456365939824;-43.462768239655965
Flamengo;1;0;0;50;1850.0;493.0;0.0;-22.929833224428368;-43.170880003984976
Barra da Tijuca;2;1;1;84;2200.0;1327.0;0.0;-23.003365305970082;-43.36805988761483
Maracanã;3;1;2;109;2000.0;725.0;198.0;-22.913349452117277;-43.234669972587895
Barra da Tijuca;2;1;1;80;4000.0;1050.0;150.0;-22.998428450957643;-43.36950147325228
Higienópolis;2;0;0;52;800.0;200.0;0.0;-22.86976053821641;-43.2658066413752
Copacabana;3;1;0;180;3500.0;1048.0;388.0;-22.96979738162595;-43.188042883195976
Campo Grande;2;0;0;46;780.0;70.0;0.0;-22.904097611301385;-43.55628939312813
Leblon;3;2;1;150;4300.0;1500.0;646.0;-22.985440991873332;-43.220812302313
Recreio dos Bandeirantes;2;2;1;70;1600.0;770.0;93.0;-23.017132466245375;-43.461661793292315
Humaitá;3;2;2;160;6000.0;2500.0;200.0;-22.956464070655645;-43.20140875706085
Turiaçu;2;0;0;50;650.0;45.0;0.0;-22.865848165216672;-43.34110738231438
Recreio dos Bandeirantes;2;1;1;130;2000.0;679.0;0.0;-23.02193441134672;-43.466196051748135
Méier;3;1;0;82;1000.0;628.0;61.0;-22.904953457251754;-43.2831203259372
Barra da Tijuca;3;0;1;312;3000.0;2405.0;0.0;-23.000128051157596;-43.36280041391861
Recreio dos Bandeirantes;2;1;1;76;1500.0;497.0;109.0;-23.01462488923003;-43.46419240783555
Copacabana;1;0;0;52;2300.0;542.0;75.0;-22.967624452426037;-43.18741517388098
Barra da Tijuca;6;4;5;580;20000.0;4000.0;10000.0;-22.99600930542476;-43.36234101736579
Barra da Tijuca;2;1;1;65;1650.0;1326.0;0.0;-23.003157474812394;-43.36303326271974
Ipanema;3;3;1;200;22000.0;4000.0;0.0;-22.982725311934583;-43.19932918156811
Barra da Tijuca;4;3;2;220;5000.0;2000.0;545.0;-22.995668575060925;-43.370218141676176
Barra da Tijuca;2;1;1;76;3000.0;1220.0;0.0;-22.997105537269547;-43.36644087864022
Humaitá;3;0;1;100;2800.0;1560.0;105.0;-22.95121868489375;-43.1969694342519
Leblon;3;2;2;150;9900.0;1570.0;400.0;-22.979572411416274;-43.22809627871731
Recreio dos Bandeirantes;3;1;1;90;2000.0;649.0;245.0;-23.021443868395416;-43.462328581588785
Recreio dos Bandeirantes;2;1;1;75;1800.0;672.0;20.0;-23.02200181909589;-43.46334730108536
Ipanema;2;0;0;81;3200.0;783.0;227.0;-22.98193241873038;-43.20399176547863
Ipanema;3;1;1;140;7000.0;2900.0;500.0;-22.98435849880294;-43.20395128700617
Quintino Bocaiúva;1;0;0;60;700.0;270.0;0.0;-22.89211093994827;-43.32426246387859
Barra da Tijuca;4;3;2;160;4800.0;1400.0;605.0;-22.997986132806496;-43.36596413199984
Estácio;2;1;0;71;1400.0;640.0;63.0;-22.91866828901441;-43.199486793175
Santa Teresa;3;0;1;115;1550.0;300.0;0.0;-22.925851169470935;-43.18700786635469
Centro;2;0;0;52;1700.0;454.0;51.0;-22.279431324130098;-42.533754415963145
Ipanema;3;2;2;450;25000.0;3100.0;1500.0;-22.987886145405966;-43.204040644993434
Leme;2;1;1;77;3500.0;1100.0;221.0;-22.959977786325904;-43.170737274314746
Pechincha;2;1;1;65;1000.0;620.0;79.0;-22.93154871982841;-43.35303693690511
Ipanema;3;0;1;300;6300.0;1000.0;500.0;-22.984877849582936;-43.20254613994723
Gávea;2;1;0;70;3400.0;691.0;90.0;-22.982527474796186;-43.23436903967367
Jardim Botânico;3;2;1;145;4200.0;1575.0;0.0;-22.967801749490775;-43.22244697912372
Ipanema;4;2;2;363;20000.0;8000.0;2700.0;-22.984563312285957;-43.204490663398865
Copacabana;2;0;1;110;6300.0;750.0;300.0;-22.972282685751917;-43.18532943407422
Cachambi;2;1;0;70;1100.0;573.0;17.0;-22.89269759396793;-43.27085246269069
Barra da Tijuca;4;3;1;190;8000.0;2504.0;667.0;-23.004120978427085;-43.36755036114593
Ipanema;1;1;0;41;2200.0;650.0;27.0;-22.980379026981094;-43.201256261155024
Copacabana;2;2;1;120;4500.0;908.0;149.0;-22.970564509753174;-43.187883669300845
Copacabana;3;0;0;120;3800.0;749.0;147.0;-22.967839140058654;-43.18505261898243
Leblon;2;0;0;80;6000.0;1480.0;0.0;-22.98007341756325;-43.22085627351476
Rio Comprido;2;1;0;82;1700.0;515.0;0.0;-22.926055784297386;-43.207111961730206
Leblon;2;1;0;82;4200.0;1500.0;150.0;-22.981490962466225;-43.22427517290445
Botafogo;3;1;1;108;6000.0;1380.0;364.0;-22.95418531231561;-43.18183160349923
Barra da Tijuca;4;3;1;180;8000.0;2400.0;6670.0;-23.001834840056237;-43.3617929287278
Barra da Tijuca;1;1;1;80;2200.0;1061.0;161.0;-22.99819921696457;-43.36877040120936
Vila Valqueire;3;1;1;107;1500.0;566.0;95.0;-22.884440593524445;-43.368929999365726
Ipanema;3;2;1;150;5500.0;2500.0;448.0;-22.98676307166767;-43.20569318843282
Flamengo;2;0;0;74;2100.0;649.0;136.0;-22.932277023196914;-43.17318271707545
Humaitá;3;1;1;100;4000.0;1500.0;170.0;-22.95184811465404;-43.1969478266408
Copacabana;4;1;1;380;8000.0;2092.0;0.0;-22.967511462906153;-43.18791433450851
Copacabana;2;1;0;105;2000.0;1294.0;228.0;-22.976076892057137;-43.18824497314114
Barra da Tijuca;1;1;1;80;2000.0;1125.0;347.0;-22.999171492280755;-43.367661091321615
Botafogo;3;2;1;170;4000.0;1900.0;3170.0;-22.94829661605709;-43.189560354087384
Barra da Tijuca;4;3;3;153;6500.0;2300.0;0.0;-22.999209900433137;-43.36957183087541
Vargem Grande;2;1;0;48;1700.0;500.0;0.0;-22.968964577587126;-43.4977676205656
Copacabana;4;1;0;155;5000.0;1500.0;320.0;-22.969346326045603;-43.180899299444846
Barra da Tijuca;2;2;1;137;6000.0;2816.0;646.0;-22.997800276087037;-43.36358537713881
Ipanema;3;1;3;250;13000.0;2000.0;6000.0;-22.98177296631205;-43.19873139776204
Jardim Botânico;1;1;0;80;3000.0;850.0;229.0;-22.96555754602162;-43.22572329695494
Freguesia (Jacarepaguá);2;1;1;92;1400.0;900.0;0.0;-22.944594156002733;-43.34510912317462
Botafogo;2;1;0;103;2600.0;950.0;233.0;-22.952703925617655;-43.188540549136974
Copacabana;2;1;1;95;6500.0;800.0;230.0;-22.969087572185842;-43.18236231092606
Copacabana;2;0;0;65;2600.0;520.0;125.0;-22.971572683316445;-43.18868837131214
Barra da Tijuca;1;1;0;52;2600.0;2600.0;338.0;-23.000880992843836;-43.36936444168391
Laranjeiras;3;1;0;120;3000.0;1002.0;0.0;-22.930700911959654;-43.18438382863531
Copacabana;2;0;0;100;4000.0;1100.0;0.0;-22.96993821257437;-43.18090904564014
Ipanema;1;1;0;52;2800.0;600.0;200.0;-22.98358879686399;-43.198426077129696
Laranjeiras;2;0;0;88;2400.0;650.0;105.0;-22.935930898856206;-43.18876567582297
Barra da Tijuca;3;1;1;70;2500.0;925.0;0.0;-22.99848657233782;-43.36200887410785
Barra da Tijuca;4;4;4;430;12000.0;3000.0;600.0;-23.00057738518898;-43.366203377713475
Ipanema;4;2;1;270;8000.0;1471.0;593.0;-22.983233793877314;-43.20598124191835
Maracanã;2;0;0;62;1800.0;400.0;0.0;-22.913312910757632;-43.23350183463983
Tijuca;2;0;0;70;1800.0;645.0;52.0;-22.920383484875604;-43.23019327435411
Recreio dos Bandeirantes;3;1;2;167;3500.0;1013.0;389.0;-23.01610928040043;-43.46781185104306
Botafogo;3;2;3;220;9200.0;3113.0;437.0;-22.954680901325204;-43.1895419619726
Tijuca;3;1;1;108;1400.0;684.0;93.0;-22.923181178518295;-43.234994426762135
Laranjeiras;3;0;0;90;2300.0;700.0;129.0;-22.930812438269285;-43.18480120367709
Ipanema;3;1;0;170;5000.0;2600.0;300.0;-22.982374303726623;-43.199898142797025
Barra da Tijuca;4;3;2;230;10000.0;2900.0;0.0;-23.00056996799684;-43.36821465807186
Leblon;4;3;2;350;25000.0;7000.0;0.0;-22.979308322259612;-43.227289925719234
Lagoa;2;0;0;60;4000.0;650.0;160.0;-22.966187789963804;-43.20317319321175
Copacabana;1;0;0;50;2800.0;1.0;1.0;-22.97419519724033;-43.181601126087656
Cachambi;2;1;0;70;1200.0;550.0;0.0;-22.89303402657213;-43.27151281693226
Copacabana;1;0;0;41;1200.0;655.0;0.0;-22.968151528320043;-43.18453291798098
Barra da Tijuca;3;2;1;101;2700.0;1438.0;120.0;-22.998431222733945;-43.37022615958998
Praça Seca;2;1;0;86;800.0;726.0;68.0;-22.899705181298597;-43.350324578598084
Flamengo;2;0;0;79;2400.0;632.0;113.0;-22.933631193856662;-43.173502684568575
Barra da Tijuca;3;2;1;117;4500.0;1085.0;680.0;-22.998117360981798;-43.36390723055117
Recreio dos Bandeirantes;2;1;1;92;2100.0;560.0;210.0;-23.01500743183723;-43.46203578480701
Cavalcanti;3;1;0;62;590.0;256.0;0.0;-22.871935516148863;-43.31531577524765
Flamengo;3;2;2;490;22000.0;3268.0;1504.0;-22.93021941185286;-43.17312436604512
Curicica;2;1;0;50;1100.0;400.0;0.0;-22.947646473177144;-43.38647971743443
Copacabana;2;0;0;85;2300.0;662.0;114.0;-22.975168545564134;-43.18398233308375
Laranjeiras;2;1;0;69;3000.0;905.0;0.0;-22.935742451088373;-43.18655837454317
Barra da Tijuca;2;1;1;88;2300.0;1263.0;218.0;-22.998546122978055;-43.3623035414892
Botafogo;3;1;2;160;5900.0;1420.0;0.0;-22.94930645496215;-43.18695744381151
Barra da Tijuca;2;1;1;106;4000.0;1536.0;525.0;-22.996580519278517;-43.36693664859192
Lagoa;2;1;1;85;3150.0;870.0;337.0;-22.96180256668066;-43.20276050720091
Vila Isabel;2;2;1;114;2800.0;800.0;184.0;-22.91240421219799;-43.254869119087076
Flamengo;3;1;1;250;6000.0;2024.0;730.0;-22.93135359980369;-43.174222673972366
Copacabana;2;0;0;105;2800.0;680.0;160.0;-22.96905183046187;-43.180911084510534
Barra da Tijuca;4;2;1;220;7000.0;1700.0;540.0;-23.000673248418238;-43.362706449140894
Humaitá;2;2;1;130;4200.0;970.0;279.0;-22.951730309659208;-43.20059854627663
Tijuca;1;0;0;45;1150.0;458.0;46.0;-22.921308592862232;-43.23600965822069
Tijuca;3;0;1;120;2000.0;420.0;120.0;-22.92032056460038;-43.236859045059035
Flamengo;2;0;0;68;1900.0;490.0;100.0;-22.933588129369518;-43.173221801667815
Copacabana;2;0;0;79;2200.0;663.0;0.0;-22.971797880382372;-43.187193396716864
Copacabana;3;1;1;170;4000.0;1700.0;366.0;-22.971294818677272;-43.18617068738114
Leblon;3;1;1;155;7000.0;2760.0;592.0;-22.985668345530716;-43.22327225720652
Copacabana;3;1;1;140;5000.0;1200.0;327.0;-22.97151996292241;-43.18861552261495
Ipanema;3;2;1;160;6300.0;2200.0;495.0;-22.979975091257447;-43.199223259557776
Centro;1;0;0;40;1300.0;460.0;0.0;-22.27784299862422;-42.53073967811343
Pechincha;2;1;1;70;2000.0;735.0;87.0;-22.927331903791995;-43.34997687238964
Barra da Tijuca;3;2;2;200;8000.0;3246.0;0.0;-22.997150881803016;-43.36715956195773
Recreio dos Bandeirantes;3;3;2;195;3000.0;750.0;434.0;-23.018612480071486;-43.46724471685485
Copacabana;1;0;0;35;1900.0;466.0;68.0;-22.973544614311198;-43.18260839691775
Tijuca;2;0;0;60;1500.0;280.0;50.0;-22.921706880939606;-43.22988712033538
Flamengo;4;0;0;195;3200.0;1583.0;376.0;-22.935124200867033;-43.172285452742706
Flamengo;1;0;0;49;1600.0;485.0;0.0;-22.930051747400835;-43.17264223741886
Madureira;2;1;0;48;1200.0;400.0;28.0;-22.87144991076076;-43.337260181437095
Humaitá;2;1;1;90;3000.0;840.0;190.0;-22.951767051901154;-43.19672466731682
Copacabana;3;0;0;160;4900.0;726.0;128.0;-22.974502357198883;-43.18624678433609
Barra da Tijuca;4;3;2;350;19000.0;2800.0;800.0;-23.001080190778247;-43.366335331670136
Botafogo;2;1;0;62;2200.0;740.0;0.0;-22.952337613970034;-43.18202526688729
Laranjeiras;3;2;2;175;5400.0;1696.0;0.0;-22.93205321035685;-43.189214512179966
Botafogo;2;0;0;83;2499.0;550.0;132.0;-22.955051760346866;-43.18915127817208
Barra da Tijuca;4;2;2;140;4000.0;1770.0;690.0;-22.998476175874593;-43.36737570311522
Barra da Tijuca;3;2;1;86;2700.0;580.0;0.0;-23.00015751319684;-43.362524635363734
Laranjeiras;2;1;0;70;2300.0;772.0;143.0;-22.931308156481748;-43.18838468790954
Leblon;2;2;0;80;3200.0;1121.0;345.0;-22.97990369083198;-43.222168194757096
Méier;2;1;0;100;1400.0;250.0;100.0;-22.904535019807476;-43.275310211976496
Leme;2;0;0;75;2600.0;878.0;0.0;-22.96619863491858;-43.16607070357069
Barra da Tijuca;2;2;1;111;6000.0;3654.0;624.0;-22.997098054044603;-43.368626590831504
Barra da Tijuca;2;1;1;80;2800.0;1300.0;150.0;-22.99969980022022;-43.36889196350249
Barra da Tijuca;2;1;1;70;2000.0;950.0;90.0;-23.003270192193646;-43.361510097597055
Copacabana;2;0;0;54;2000.0;745.0;74.0;-22.975174800051967;-43.18489008245103
Encantado;2;1;0;55;850.0;295.0;15.0;-22.9013244399364;-43.30223083741426
Copacabana;1;0;0;45;1700.0;528.0;71.0;-22.967923004584854;-43.18201874129247
Ipanema;3;2;1;124;6800.0;2391.0;409.0;-22.9862791998524;-43.20029651498393
Barra da Tijuca;3;2;1;90;2200.0;1181.0;0.0;-23.00058532116626;-43.36526452907304
Vila Isabel;3;1;1;103;1700.0;1161.0;164.0;-22.913772212395873;-43.25246383636949
Copacabana;4;0;1;256;4500.0;2500.0;300.0;-22.9715962980563;-43.187132177949735
Glória;1;0;0;35;1150.0;350.0;25.0;-22.921953214971094;-43.173423240151784
Barra da Tijuca;4;2;2;170;7000.0;1138.0;330.0;-22.99690995084563;-43.369562317452484
Tijuca;3;1;0;180;1500.0;1200.0;200.0;-22.929023549480043;-43.23225451248578
Copacabana;2;0;1;75;4500.0;1603.0;10.0;-22.976194123002962;-43.181644379867095
Península;4;3;3;156;8500.0;2300.0;345.0;-22.99366462018614;-43.351088896475694
Jardim Botânico;4;2;1;220;8500.0;1900.0;300.0;-22.966464772947912;-43.22612918098569
Copacabana;1;0;0;45;1600.0;595.0;0.0;-22.96948938934466;-43.18536775893903
Humaitá;2;1;1;73;3300.0;781.0;0.0;-22.95849927464398;-43.203254364761634
Campo Grande;3;0;0;58;850.0;290.0;0.0;-22.90517209488683;-43.55759394046021
Ipanema;3;1;1;130;7000.0;1000.0;120.0;-22.97989658608719;-43.20521859158258
Botafogo;1;1;1;45;3600.0;883.0;298.0;-22.952212342252473;-43.18328910665444
Barra da Tijuca;3;0;1;121;4499.0;1750.0;400.0;-23.001022771394677;-43.365549374165184
Praça Seca;2;1;0;60;1150.0;550.0;1.0;-22.900135092716024;-43.35344108604312
Barra da Tijuca;4;3;4;200;25000.0;5000.0;0.0;-22.99796003336782;-43.37030082436523
Laranjeiras;3;1;0;170;4200.0;1500.0;180.0;-22.936115360699638;-43.18435474750442
Ipanema;4;2;2;163;5500.0;2300.0;400.0;-22.98496597418394;-43.200077956343435
Tijuca;2;1;0;62;1500.0;477.0;50.0;-22.927359064356377;-43.23685891565415
Lagoa;2;1;1;96;2799.0;1750.0;300.0;-22.963109085076518;-43.205362589422606
Barra da Tijuca;2;2;2;80;2800.0;1200.0;0.0;-22.998933182832115;-43.36260526684703
Tauá;2;1;0;82;1400.0;200.0;0.0;-22.79794354463681;-43.18807726399499
Barra da Tijuca;2;1;1;70;1800.0;928.0;1453.0;-22.998707171406384;-43.36226612678187
Laranjeiras;3;1;1;96;2900.0;1210.0;156.0;-22.938440426051486;-43.18535704330398
Barra da Tijuca;3;2;1;131;10000.0;2000.0;890.0;-22.999818398773805;-43.36841403532341
Recreio dos Bandeirantes;3;2;1;90;2500.0;564.0;175.0;-23.022731437654738;-43.463212520419816
Botafogo;4;1;2;110;6000.0;1380.0;360.0;-22.9531329133736;-43.18537813408776
Barra da Tijuca;3;2;1;193;12000.0;3700.0;751.0;-23.003961037118057;-43.36528358069073
Ipanema;3;2;1;360;15800.0;2200.0;1306.0;-22.982150016474627;-43.20607931131259
Bonsucesso;3;1;0;91;1500.0;300.0;0.0;-22.86268112614749;-43.257092208005304
Leblon;2;1;1;94;6700.0;1211.0;320.0;-22.984507002549513;-43.22562816619889
Engenho da Rainha;2;2;0;84;900.0;530.0;0.0;-22.862298444272437;-43.293080020976724
Ipanema;4;2;2;160;15991.0;2100.0;4500.0;-22.98757363863919;-43.205032522793836
Barra da Tijuca;3;2;1;193;4200.0;3000.0;900.0;-22.998043079722876;-43.369765025409116
Jardim Botânico;4;2;1;145;6000.0;1130.0;390.0;-22.962554114480525;-43.22612517749295
Campo Grande;4;2;2;160;1900.0;880.0;0.0;-22.904293505707695;-43.561384482450514
Barra da Tijuca;3;2;2;120;3500.0;1800.0;377.0;-22.995498138849793;-43.36412891993614
Tijuca;2;1;1;97;1900.0;940.0;195.0;-22.9248223238282;-43.23073726631402
