Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Latitude;Longitude
Jardim Botânico;3;1;1;130;6400.0;1500.0;0.0;-22.962402179604286;-43.22541909820385
Leblon;2;1;0;90;3500.0;1300.0;200.0;-22.98560320263809;-43.226586490507174
Leblon;4;2;4;200;8500.0;2710.0;945.0;-22.98128972182487;-43.22081735304744
Tijuca;1;1;1;84;2000.0;718.0;120.0;-22.92426997620986;-43.23620952753284
Flamengo;1;0;0;30;1490.0;315.0;55.0;-22.934634917729174;-43.17271219322703
Maracanã;2;0;0;79;1700.0;600.0;0.0;-22.916574872703524;-43.228205676627894
Copacabana;1;1;0;150;3000.0;1200.0;390.0;-22.975796805259336;-43.18189742688182
Barra da Tijuca;3;2;3;156;5500.0;2300.0;398.0;-22.996292442460298;-43.36565416182871
Flamengo;1;0;1;38;1450.0;690.0;55.0;-22.930348742855962;-43.17103959013432
Botafogo;2;0;0;115;2200.0;1045.0;190.0;-22.951099287397152;-43.18957483696811
Tijuca;2;0;0;49;1800.0;180.0;0.0;-22.921723744821026;-43.23279786017539
Jacarepaguá;2;1;1;80;1900.0;1350.0;100.0;-22.95243001390159;-43.37200088522708
Copacabana;2;0;0;120;3800.0;1000.0;197.0;-22.975141155929894;-43.18080530614638
Barra da Tijuca;2;1;1;70;1800.0;681.0;120.0;-23.003093390326462;-43.37030144313987
Bonsucesso;3;1;0;98;2800.0;390.0;0.0;-22.86765737485063;-43.24910748294503
Barra da Tijuca;2;1;1;70;3240.0;950.0;0.0;-22.996149566601318;-43.36323850311455
Flamengo;2;1;0;90;3200.0;980.0;0.0;-22.931318999256007;-43.170435700155224
Ipanema;2;0;0;99;3300.0;920.0;0.0;-22.98070937676199;-43.19785022624201
Copacabana;3;1;0;80;3100.0;700.0;1208.0;-22.968383678271262;-43.18170017436244
Copacabana;2;1;0;74;2600.0;1021.0;0.0;-22.97458331115494;-43.18198166936359
Humaitá;2;1;0;75;2900.0;926.0;90.0;-22.95689553234699;-43.197427406502015
Barra da Tijuca;4;3;4;250;9500.0;2800.0;523.0;-23.003315257404953;-43.36310605162898
Recreio dos Bandeirantes;2;1;1;80;1600.0;770.0;108.0;-23.015994053823157;-43.46092116302953
Recreio dos Bandeirantes;3;4;1;217;3300.0;947.0;547.0;-23.01505788768694;-43.46101110050804
Ipanema;4;1;3;250;12000.0;2300.0;1037.0;-22.98479830349151;-43.20640026689871
São Conrado;3;2;1;140;4700.0;1620.0;515.0;-22.990273246408645;-43.26928729811853
Barra da Tijuca;4;3;2;260;7500.0;3550.0;350.0;-23.00284941995501;-43.368618518723665
Laranjeiras;2;0;0;85;2100.0;700.0;95.0;-22.930448370858755;-43.187781608835394
Rio Comprido;2;1;0;69;1900.0;600.0;70.0;-22.92466344873402;-43.20865214292477
Freguesia (Jacarepaguá);1;1;0;49;1050.0;580.0;36.0;-22.93660404570362;-43.3461713480867
Andaraí;2;1;0;56;1900.0;607.0;89.0;-22.926287554520535;-43.253545040997956
Ipanema;4;3;4;480;39000.0;9400.0;0.0;-22.98052295415803;-43.20178090958549
Barra da Tijuca;4;3;3;180;7000.0;1935.0;449.0;-23.004017322742918;-43.36650421281356
Copacabana;2;0;0;81;3000.0;770.0;159.0;-22.969844919754205;-43.182072983964154
Barra da Tijuca;2;1;1;88;2400.0;1313.0;0.0;-23.00125073078848;-43.361836694788366
Vargem Pequena;2;1;1;80;1100.0;650.0;0.0;-22.977941357025568;-43.46030969773402
Ipanema;3;3;3;169;9000.0;2300.0;886.0;-22.981235583749566;-43.20460997217623
Flamengo;4;2;2;423;12000.0;3795.0;1253.0;-22.930707523744623;-43.17543207319384
Quintino Bocaiúva;2;0;0;67;900.0;320.0;0.0;-22.89279215615083;-43.322978071563014
Leblon;3;1;0;74;3300.0;700.0;83.0;-22.98555954861365;-43.22542003587657
Copacabana;2;0;0;110;2800.0;800.0;120.0;-22.96938762941778;-43.181335099151894
Leme;1;0;0;31;1140.0;420.0;24.0;-22.965231139362373;-43.17055556219491
Recreio dos Bandeirantes;2;2;1;90;1500.0;720.0;199.0;-23.015165598953843;-43.46144495886828
Barra da Tijuca;2;1;0;70;2400.0;1800.0;150.0;-22.99651306073796;-43.36504751432702
Inhaúma;3;1;0;60;750.0;236.0;0.0;-22.874045696542087;-43.281242402079
Glória;1;0;0;48;1400.0;480.0;20.0;-22.915473220549625;-43.1774087462426
Copacabana;5;1;1;400;8500.0;2160.0;365.0;-22.97233127088789;-43.18023607479736
Ipanema;2;1;0;45;3000.0;575.0;25.0;-22.98570898219395;-43.20497928752715
Pechincha;2;1;0;65;950.0;640.0;126.0;-22.926329890507624;-43.35048595808501
Leblon;2;0;0;100;3800.0;900.0;195.0;-22.98591244061333;-43.221605471077446
Grajaú;3;2;1;90;2950.0;700.0;100.0;-22.92680872008769;-43.260290578364184
Marechal Hermes;2;1;0;70;850.0;200.0;0.0;-22.862727631905052;-43.37327949261543
Grajaú;1;0;0;30;800.0;283.0;187.0;-22.924067342439223;-43.26786505338171
Praça Seca;2;1;1;63;1100.0;361.0;0.0;-22.89598292352173;-43.35608023763497
Barra da Tijuca;3;2;2;480;15000.0;2750.0;650.0;-22.995538398063566;-43.368112333633334
Recreio dos Bandeirantes;2;2;1;72;1580.0;900.0;140.0;-23.0205029750655;-43.46640037127361
Laranjeiras;2;0;0;51;1900.0;450.0;25.0;-22.93304396435253;-43.19196082695274
Botafogo;1;0;0;17;1100.0;330.0;15.0;-22.95241249454076;-43.18843920534725
Botafogo;3;0;0;100;6050.0;1155.0;234.0;-22.947179252815218;-43.184900020977985
Lagoa;2;1;1;90;2700.0;1350.0;250.0;-22.962139858407692;-43.20545492881234
Lagoa;3;3;3;230;6000.0;4600.0;990.0;-22.95851266573708;-43.19915938350753
Pechincha;2;1;1;62;1700.0;500.0;67.0;-22.93244992423334;-43.34986915190548
Leblon;2;2;1;113;3500.0;1365.0;387.0;-22.9792271945008;-43.22396468207123
Flamengo;1;0;0;49;1700.0;440.0;68.0;-22.936876989654447;-43.17255694942244
Méier;1;0;0;53;900.0;484.0;37.0;-22.897567191158146;-43.281004404659704
Vila Isabel;2;1;0;63;1300.0;500.0;0.0;-22.918810102737293;-43.25117897239153
Lagoa;3;3;1;250;11000.0;3500.0;889.0;-22.965990177075067;-43.206922494753734
Humaitá;3;1;0;95;2300.0;1300.0;120.0;-22.955230226172915;-43.19815804275577
Flamengo;1;0;0;37;2300.0;485.0;56.0;-22.931927194454126;-43.17847783721824
Curicica;1;1;0;45;700.0;356.0;126.0;-22.953667804172245;-43.3912807260642
Barra da Tijuca;2;1;0;90;2000.0;980.0;1600.0;-22.998784520320246;-43.3642816284871
Barra da Tijuca;1;1;1;80;1700.0;980.0;250.0;-22.999637592462975;-43.36428769657617
Barra da Tijuca;2;1;1;70;2200.0;1000.0;70.0;-23.000773641099897;-43.362943109078664
Barra da Tijuca;4;3;1;190;5500.0;1600.0;435.0;-22.99905110760853;-43.36804389745171
Copacabana;3;1;0;140;3500.0;1250.0;0.0;-22.974181497444754;-43.18371446464319
Tijuca;1;1;1;87;1400.0;1057.0;162.0;-22.92285603244549;-43.23578045070675
Barra da Tijuca;4;3;2;210;5300.0;2080.0;500.0;-23.004225178496032;-43.367151817270745
Méier;1;0;0;50;1000.0;390.0;16.0;-22.89789982351051;-43.27718225199959
Flamengo;4;1;0;240;6000.0;2050.0;701.0;-22.933638032026163;-43.171512701757294
Leblon;4;3;4;300;30000.0;4273.0;1557.0;-22.981485930007697;-43.22367638107746
Ipanema;3;1;1;140;7200.0;2900.0;500.0;-22.981778149299444;-43.206180824890545
Jardim Botânico;2;1;1;86;4100.0;830.0;257.0;-22.962100543460103;-43.22350120933457
Recreio dos Bandeirantes;4;3;4;203;6000.0;1200.0;420.0;-23.01973710675397;-43.46235696925702
Leblon;3;1;0;110;6200.0;885.0;0.0;-22.987331035699864;-43.22857648385736
Tijuca;2;1;0;60;1800.0;420.0;0.0;-22.923256960835797;-43.23150787395835
Barra da Tijuca;2;1;1;140;4500.0;910.0;420.0;-23.001268599675615;-43.36919291428352
Andaraí;1;0;1;30;1100.0;580.0;0.0;-22.930759259194474;-43.25122992433435
Pechincha;2;1;0;52;700.0;420.0;35.0;-22.925855862484443;-43.35302322472808
Recreio dos Bandeirantes;2;1;1;75;2300.0;1220.0;134.0;-23.016537311632874;-43.46371155516934
Freguesia (Jacarepaguá);2;1;0;55;1000.0;390.0;36.0;-22.942686999586098;-43.34146996460026
Água Santa;2;1;0;70;800.0;250.0;14.0;-22.912859238040124;-43.310007391617894
Lagoa;2;1;0;77;2700.0;1050.0;302.0;-22.963290263822426;-43.20271637501565
Copacabana;3;1;1;194;7500.0;1710.0;4641.0;-22.97285239651648;-43.18210002076308
Leblon;3;3;1;208;8000.0;1700.0;965.0;-22.985299903177268;-43.22061892779063
Gávea;3;1;2;220;7000.0;3200.0;450.0;-22.984778709808467;-43.23503454862785
Barra da Tijuca;3;2;1;204;4600.0;2321.0;489.0;-23.000456382996045;-43.36532387369476
Barra da Tijuca;3;1;3;80;2800.0;1300.0;0.0;-22.99577712696343;-43.3686507251075
Leblon;4;2;2;205;15000.0;6000.0;772.0;-22.981864938492546;-43.22786849538086
Barra da Tijuca;3;2;1;165;6500.0;1503.0;330.0;-22.996115150088407;-43.36978974241171
Leblon;3;2;1;140;4500.0;2552.0;595.0;-22.98242116575644;-43.22500151975139
Laranjeiras;3;1;1;150;3200.0;1504.0;301.0;-22.93610875112891;-43.18962957420029
Moneró;1;1;0;47;1200.0;290.0;49.0;-22.79606326508178;-43.20060862232669
Tijuca;2;1;0;70;1850.0;748.0;48.0;-22.929231446542722;-43.23460998654355
Leblon;2;1;1;82;5900.0;1128.0;300.0;-22.98537857654818;-43.227080467437695
Grajaú;2;0;0;70;1300.0;447.0;0.0;-22.923152706650093;-43.261003834894375
Recreio dos Bandeirantes;4;2;2;160;1900.0;830.0;0.0;-23.01779523696924;-43.462090924407306
Barra da Tijuca;4;4;4;330;20000.0;1800.0;10500.0;-22.998348049386674;-43.36856703569427
Barra da Tijuca;3;2;1;140;4900.0;1600.0;3580.0;-23.000055506287776;-43.36671995586332
Flamengo;2;1;1;60;3400.0;978.0;130.0;-22.93450466180626;-43.17810345934451
Itanhangá;2;1;1;58;900.0;500.0;212.0;-22.9896677873911;-43.301981965009084
Tijuca;3;1;1;106;2050.0;872.0;1008.0;-22.924976424326815;-43.236751940725696
Leme;1;0;0;55;2000.0;585.0;79.0;-22.958093372567546;-43.1696724298515
Ipanema;3;3;3;310;16000.0;3000.0;1100.0;-22.98129147715886;-43.20327315281208
Vila Isabel;2;1;1;79;1300.0;950.0;30.0;-22.919672077434218;-43.25145080958365
Barra da Tijuca;2;1;1;102;2500.0;1478.0;255.0;-23.003477240169474;-43.364305019570125
Copacabana;3;1;1;160;4000.0;1617.0;300.0;-22.971834931910763;-43.18686368991158
Copacabana;1;0;0;30;1200.0;650.0;54.0;-22.970777532298108;-43.18452567972968
Quintino Bocaiúva;2;0;0;80;900.0;170.0;0.0;-22.897072205701313;-43.32848311639851
Ipanema;3;1;0;80;4000.0;1200.0;251.0;-22.98108988881917;-43.203122093353635
Leblon;4;2;2;300;28000.0;3480.0;0.0;-22.981200556762133;-43.22321547285677
Freguesia (Jacarepaguá);3;1;1;77;2000.0;580.0;80.0;-22.939334738964984;-43.345227883040565
Jardim Botânico;3;2;2;145;4680.0;1296.0;317.0;-22.966114434006023;-43.219437448957564
Recreio dos Bandeirantes;3;2;1;185;2500.0;1355.0;2917.0;-23.021222930605457;-43.466539082127944
Barra da Tijuca;1;1;1;68;2800.0;1250.0;219.0;-23.00402057151046;-43.37017656878267
Jardim Botânico;2;2;1;83;3500.0;1630.0;196.0;-22.965932617103295;-43.22249468863422
Leblon;3;2;1;180;9500.0;2804.0;950.0;-22.983684572902032;-43.22245070485044
Copacabana;2;1;1;110;4000.0;1010.0;252.0;-22.968826360748377;-43.186671688717325
Botafogo;3;0;0;123;3200.0;421.0;182.0;-22.955354145937342;-43.182757537396405
Recreio dos Bandeirantes;3;3;1;180;1300.0;1635.0;320.0;-23.019285130901018;-43.464175158790766
Barra da Tijuca;3;2;3;120;2800.0;1280.0;360.0;-22.99857251157336;-43.369273022416984
Leblon;2;3;1;168;9000.0;2124.0;563.0;-22.986210882869344;-43.22432442884082
Barra da Tijuca;1;0;0;71;2100.0;1200.0;220.0;-22.997973211745585;-43.36872355511373
Tijuca;2;1;1;81;2350.0;849.0;80.0;-22.924785705478907;-43.22859057437792
Jacarepaguá;2;1;1;67;2000.0;636.0;75.0;-22.955476740043792;-43.37083196849584
Recreio dos Bandeirantes;3;3;3;200;3900.0;800.0;310.0;-23.01711057789999;-43.467812312427
São Francisco Xavier;3;1;0;90;1900.0;210.0;160.0;-22.90921179663676;-43.24434778294993
Lagoa;2;1;1;56;3500.0;1490.0;323.0;-22.960207119710436;-43.20154416323109
Leblon;4;2;1;200;11500.0;3055.0;500.0;-22.981030384302834;-43.229195374411475
Recreio dos Bandeirantes;2;1;1;65;1800.0;680.0;100.0;-23.022055814330926;-43.46704008278232
Recreio dos Bandeirantes;2;1;1;70;1500.0;737.0;142.0;-23.019188784254514;-43.465711544917525
Tijuca;3;0;0;98;1700.0;390.0;93.0;-22.92765211986464;-43.23421465482201
Andaraí;2;0;0;66;700.0;900.0;46.0;-22.924962805619483;-43.25080432801839
Ipanema;3;2;1;200;6300.0;2200.0;400.0;-22.983794080246007;-43.19802502835881
Pechincha;2;1;0;60;900.0;420.0;15.0;-22.933036034533735;-43.357685128238934
Vila Valqueire;3;2;1;129;2200.0;755.0;195.0;-22.890866515483058;-43.36612324616639
Santa Teresa;2;0;0;65;1400.0;600.0;0.0;-22.918419172873833;-43.18498887656428
Leblon;4;2;2;230;17900.0;5000.0;1000.0;-22.983852643570767;-43.228660322855795
Gávea;3;1;1;138;7900.0;1900.0;3418.0;-22.9787115505845;-43.236050782849844
São Conrado;3;2;1;150;6500.0;1800.0;0.0;-22.989851000406723;-43.27172143440218
Jacarepaguá;4;2;2;155;3000.0;1664.0;309.0;-22.9487815679224;-43.3720192609803
Ipanema;3;1;0;130;8000.0;2000.0;480.0;-22.983096629133776;-43.20527407064084
Botafogo;3;1;1;123;4000.0;1188.0;221.0;-22.947459243524012;-43.1898144862846
Cachambi;2;0;0;50;900.0;313.0;0.0;-22.886249966667705;-43.273969877207605
Botafogo;1;0;0;38;1300.0;400.0;25.0;-22.950495729095145;-43.187370827282564
Tijuca;2;1;0;88;1100.0;693.0;32.0;-22.922761634348515;-43.23684519196617
Lins de Vasconcelos;2;0;0;50;900.0;360.0;13.0;-22.91400819651658;-43.284268955187386
Recreio dos Bandeirantes;3;1;1;80;1700.0;900.0;195.0;-23.015539977472507;-43.4599407045003
Copacabana;1;0;0;36;1700.0;632.0;69.0;-22.971543152444504;-43.18290392621288
Campo Grande;2;1;0;70;750.0;330.0;0.0;-22.8993781270709;-43.55916897164652
Freguesia (Jacarepaguá);1;1;0;49;850.0;590.0;37.0;-22.93869700102056;-43.34508565917149
Copacabana;1;0;0;37;2200.0;555.0;70.0;-22.972201930068593;-43.18857513447734
Ipanema;3;1;1;126;6000.0;1667.0;590.0;-22.986122976063815;-43.19930365320505
Gávea;2;1;0;63;3300.0;650.0;0.0;-22.983699142362415;-43.23997857981849
Barra da Tijuca;2;1;0;74;2100.0;750.0;0.0;-22.998501447069014;-43.36219445606129
Barra da Tijuca;2;1;1;70;2300.0;1000.0;80.0;-22.997348076841327;-43.36353163417889
Barra da Tijuca;4;3;4;292;16000.0;5000.0;1500.0;-22.99954870168455;-43.36380156638819
Barra da Tijuca;4;2;1;330;9000.0;3100.0;1085.0;-22.998599664067164;-43.36336177539173
Recreio dos Bandeirantes;2;1;1;65;1800.0;560.0;0.0;-23.02054372297774;-43.45891295748178
Flamengo;3;0;1;110;3800.0;659.0;146.0;-22.937786749815217;-43.178075765936356
Botafogo;3;1;1;102;5100.0;1300.0;342.0;-22.953438046642233;-43.18929224514603
Glória;1;0;0;28;1500.0;250.0;0.0;-22.92037706403626;-43.17115351228084
Barra da Tijuca;2;2;1;65;1600.0;1270.0;233.0;-23.00136301388423;-43.36181318264094
Engenho Novo;2;1;0;69;1250.0;600.0;0.0;-22.908732829997334;-43.268072451050045
Camorim;2;1;0;48;1000.0;340.0;90.0;-22.97439403344635;-43.43562700200653
Leblon;4;2;2;240;17900.0;5000.0;1000.0;-22.985879446682446;-43.22715408210754
Laranjeiras;4;2;1;350;10000.0;3000.0;403.0;-22.93257175168931;-43.19011259433812
Barra da Tijuca;2;1;1;87;2300.0;1482.0;251.0;-22.99788262772475;-43.37000875778706
Recreio dos Bandeirantes;2;1;1;70;1500.0;800.0;130.0;-23.022437040343572;-43.45909676305299
Barra da Tijuca;3;1;1;75;1900.0;750.0;60.0;-23.000572005673;-43.363067426950494
Barra da Tijuca;2;1;1;80;3500.0;1100.0;140.0;-22.999356899735464;-43.36365671356334
Copacabana;3;0;2;130;4000.0;950.0;200.0;-22.97273203189307;-43.186161478149664
Cascadura;3;0;0;58;990.0;100.0;0.0;-22.88682009049437;-43.32581823371252
Humaitá;2;1;0;72;2900.0;815.0;96.0;-22.955360008340037;-43.19685817675245
Jacarepaguá;2;1;2;68;1700.0;739.0;0.0;-22.94952905369494;-43.37442949586597
São Conrado;4;2;1;230;5150.0;2225.0;350.0;-22.990602485272163;-43.27073487779808
Pechincha;2;1;1;61;1000.0;489.0;0.0;-22.92722829312152;-43.352087587850015
Urca;3;1;1;220;16000.0;2757.0;544.0;-22.950863411709264;-43.17233412922717
Copacabana;3;1;0;290;8000.0;2032.0;7000.0;-22.969583648814936;-43.18571880903431
Tijuca;2;1;0;72;1500.0;734.0;0.0;-22.92581167073965;-43.235284435517414
Praia da Bandeira;2;1;0;90;1400.0;480.0;85.0;-22.814854635247745;-43.179105581612376
Tijuca;3;0;0;86;1500.0;690.0;83.0;-22.926069270775955;-43.230418540689136
Ipanema;3;2;1;200;9500.0;3600.0;1500.0;-22.981674423874466;-43.20543905533834
Grajaú;2;0;0;53;1200.0;270.0;17.0;-22.919340668444878;-43.26242138455682
Copacabana;2;0;1;120;3800.0;1413.0;314.0;-22.96789312695377;-43.18037102703826
Copacabana;4;1;2;270;13500.0;2800.0;0.0;-22.97270280845633;-43.18222587171143
Ipanema;3;2;1;108;6000.0;2100.0;466.0;-22.981728058979197;-43.201466230624334
Ipanema;3;2;1;220;9000.0;3600.0;1400.0;-22.983540509212396;-43.203970481812135
Ipanema;1;0;1;46;1800.0;936.0;86.0;-22.983026426699528;-43.19930666444117
Saúde;2;0;0;65;1300.0;468.0;30.0;-22.899698651751088;-43.18147397327716
Ipanema;1;0;1;48;2100.0;540.0;81.0;-22.986480905288406;-43.202446156871446
Flamengo;2;1;1;90;3000.0;1200.0;120.0;-22.93456157621558;-43.17745174928442
Itanhangá;2;0;0;56;1200.0;781.0;26.0;-22.99132987662048;-43.30388468335485
Leme;4;0;1;350;10000.0;2700.0;6500.0;-22.963178834106717;-43.169530002851694
Copacabana;2;0;1;45;1600.0;620.0;0.0;-22.970361723034745;-43.187156016001815
Barra da Tijuca;3;2;1;201;9500.0;2300.0;13500.0;-23.000601549977763;-43.36471892483906
Centro;1;0;1;38;1150.0;400.0;25.0;-22.283014997419166;-42.533852199802666
Leme;3;1;0;200;8000.0;2300.0;510.0;-22.96199748865691;-43.170554839608336
Barra da Tijuca;3;2;3;89;4500.0;1200.0;211.0;-23.00309174982447;-43.36218635670063
Barra da Tijuca;4;3;2;398;16000.0;2600.0;11000.0;-22.998640087351234;-43.36625997718014
Ipanema;2;2;1;130;8000.0;2000.0;660.0;-22.988213001932852;-43.20600617472606
Barra da Tijuca;2;1;1;69;2500.0;940.0;800.0;-23.000694217692942;-43.3663023317956
Ipanema;4;2;1;200;9500.0;3600.0;1500.0;-22.983376172152777;-43.19935122935374
Recreio dos Bandeirantes;1;1;1;45;1500.0;1200.0;440.0;-23.022771181582936;-43.46142029913824
Botafogo;1;1;0;65;2200.0;679.0;27.0;-22.950224853167917;-43.190579942015624
Barra da Tijuca;2;1;2;100;10000.0;5155.0;502.0;-23.003019104614925;-43.361756828718164
Méier;3;0;0;60;1300.0;450.0;0.0;-22.902074714003536;-43.28300387126235
Barra da Tijuca;2;2;1;75;1400.0;800.0;100.0;-23.003787838298603;-43.36196073261669
Leblon;3;1;2;155;7200.0;1515.0;538.0;-22.984548865222305;-43.222021148815216
Tijuca;2;1;1;70;1600.0;740.0;0.0;-22.927330157442096;-43.233984687342144
Leblon;2;2;1;65;5000.0;1950.0;300.0;-22.985019187756066;-43.22460515091568
Tijuca;3;2;1;150;2000.0;1700.0;210.0;-22.922384032628955;-43.23620897918695
Barra da Tijuca;4;3;4;245;11000.0;3000.0;544.0;-23.000828264059923;-43.37015940156541
Lagoa;3;2;3;125;4800.0;1600.0;460.0;-22.96019771158801;-43.20603648173361
Leblon;2;0;1;71;6700.0;2070.0;0.0;-22.980473481433602;-43.22429084783159
Anil;2;1;0;46;1100.0;430.0;12.0;-22.958042856213957;-43.34191833903177
Freguesia (Jacarepaguá);2;1;1;70;1300.0;720.0;85.0;-22.944652743905145;-43.33816065637833
Copacabana;1;0;1;39;1800.0;600.0;0.0;-22.97629955041655;-43.18396648336834
Santa Teresa;1;0;0;21;800.0;312.0;15.0;-22.921199428568695;-43.18222721385441
Vila Isabel;3;1;0;95;1250.0;650.0;60.0;-22.912200129543418;-43.254517130840085
Copacabana;1;0;0;36;2200.0;590.0;0.0;-22.973324356906517;-43.18155089123705
Barra da Tijuca;2;1;1;67;2000.0;1300.0;119.0;-22.99838910316075;-43.36562846659276
Copacabana;3;2;1;190;7000.0;2000.0;639.0;-22.969442902553503;-43.18515826927231
Andaraí;3;0;0;64;1300.0;310.0;20.0;-22.9277187081028;-43.2511687674592
Ipanema;3;0;0;90;3500.0;998.0;95.0;-22.981667601163462;-43.204146478041814
Copacabana;3;1;0;90;3800.0;900.0;230.0;-22.967927494405554;-43.18333984724328
São Conrado;4;4;2;460;10000.0;5600.0;500.0;-22.99406495385874;-43.26721015435671
Recreio dos Bandeirantes;3;1;1;82;2000.0;989.0;1313.0;-23.022831679844117;-43.46417948509106
Curicica;2;1;1;58;1350.0;590.0;560.0;-22.955119458887935;-43.38747937453456
Flamengo;4;0;1;648;18000.0;3540.0;2187.0;-22.937348111226132;-43.175222761078494
São Conrado;4;3;1;260;8500.0;3650.0;1170.0;-22.989834070398423;-43.26412362640408
Ipanema;3;3;2;270;16000.0;3100.0;7813.0;-22.98337997376263;-43.1978903172608
Camorim;2;1;1;51;1200.0;550.0;650.0;-22.97367771913184;-43.42961341939173
Lagoa;3;2;1;162;5500.0;1500.0;627.0;-22.960670615258785;-43.20584628460877
Tijuca;2;1;1;85;1600.0;960.0;90.0;-22.922333017114795;-43.233044019287064
Ipanema;1;0;0;50;2100.0;630.0;0.0;-22.98694559770969;-43.19772415457694
Cachambi;2;1;0;55;1200.0;364.0;0.0;-22.88880757255498;-43.27066400858368
Méier;2;1;0;77;1000.0;925.0;0.0;-22.899498669132402;-43.279707501007174
Barra da Tijuca;1;1;1;69;1900.0;1007.0;159.0;-23.00320960415759;-43.368069791483315
Maracanã;2;1;1;85;2500.0;492.0;0.0;-22.9092881894312;-43.231580421387044
Tijuca;3;1;1;80;3000.0;967.0;184.0;-22.92055261304269;-43.23700377953434
Barra da Tijuca;2;1;1;70;1150.0;1260.0;160.0;-23.003267511253082;-43.3637500870977
Leblon;2;1;1;90;3500.0;1150.0;3300.0;-22.987729694170522;-43.22552070201016
Leblon;3;2;2;262;20000.0;2579.0;1351.0;-22.985153184800446;-43.22354945723816
Laranjeiras;2;1;0;63;2500.0;968.0;93.0;-22.932721174418347;-43.18352870537426
Laranjeiras;2;1;0;79;2300.0;780.0;118.0;-22.930193744456147;-43.18352601381265
Jardim Botânico;2;2;1;83;3500.0;1790.0;196.0;-22.96456631002635;-43.226859880860324
Vila Isabel;2;0;0;80;1700.0;450.0;60.0;-22.914764167654557;-43.25504263899889
Laranjeiras;4;2;1;270;5500.0;2750.0;420.0;-22.93813333169941;-43.18969231671344
São Conrado;3;2;1;157;6400.0;1792.0;460.0;-22.989643670256605;-43.26441556301822
Ipanema;3;1;2;108;5800.0;1735.0;368.0;-22.98281051843959;-43.20554063454118
Ipanema;3;2;1;166;7000.0;3400.0;0.0;-22.987538588250985;-43.20278165103391
Botafogo;1;0;0;53;1600.0;770.0;70.0;-22.94905727203544;-43.190404391162026
Lagoa;3;1;1;120;5500.0;1080.0;555.0;-22.9593131608482;-43.20335542469631
Barra da Tijuca;3;2;2;168;3500.0;2138.0;401.0;-22.99883669546665;-43.36386010651735
Tijuca;2;0;1;48;1700.0;700.0;0.0;-22.928145604414393;-43.23033967834972
Barra da Tijuca;2;1;1;60;2800.0;900.0;149.0;-22.995385800836367;-43.362093290304514
Laranjeiras;4;0;2;217;9000.0;1200.0;0.0;-22.93177358188275;-43.18539968558302
Ipanema;2;0;0;73;3000.0;700.0;190.0;-22.985330866112225;-43.19823481110332
Leblon;2;1;0;73;3800.0;1100.0;210.0;-22.984105397880885;-43.22765119990423
Copacabana;1;0;1;50;2500.0;516.0;25.0;-22.973138862114038;-43.18332833492327
Vila Isabel;2;2;1;91;2000.0;600.0;145.0;-22.916645652892907;-43.24876213969546
Campo Grande;2;1;0;50;1000.0;310.0;0.0;-22.90438191942625;-43.562478782052345
Barra da Tijuca;2;1;1;90;3000.0;1846.0;438.0;-22.996594219357004;-43.368716475531926
